representation,score,quantile,n,score_mean,error_rate
presto_primary,euclidean_nn,2,275,3.7947753099961714,0.21818181818181817
presto_primary,euclidean_nn,3,275,4.074848136034879,0.22181818181818183
presto_primary,euclidean_nn,4,275,4.373612507906827,0.21818181818181817
presto_primary,euclidean_nn,5,275,4.682473675120961,0.2545454545454545
presto_primary,euclidean_nn,6,275,5.066217842102051,0.2690909090909091
presto_primary,euclidean_nn,7,274,5.541499014318425,0.23357664233576642
presto_primary,euclidean_nn,8,276,6.130024097967839,0.18840579710144928
presto_primary,euclidean_nn,9,275,7.017635172063654,0.21454545454545454
presto_primary,euclidean_nn,10,275,9.522815504941073,0.12
presto_primary,cosine_nn,1,276,0.006280440837144852,0.358695652173913
presto_primary,cosine_nn,2,275,0.008160286583006382,0.24727272727272728
presto_primary,cosine_nn,3,275,0.009554354473948479,0.21454545454545454
presto_primary,cosine_nn,4,275,0.010940744541585445,0.20727272727272728
presto_primary,cosine_nn,5,275,0.012587661854922771,0.24363636363636362
presto_primary,cosine_nn,6,275,0.014758164063096046,0.2581818181818182
presto_primary,cosine_nn,7,274,0.017955919727683067,0.2116788321167883
presto_primary,cosine_nn,8,276,0.022996405139565468,0.2427536231884058
presto_primary,cosine_nn,9,275,0.03205494210124016,0.1781818181818182
presto_primary,cosine_nn,10,275,0.06385661661624908,0.10545454545454545
presto_primary,cosine_knn,1,276,0.008842403069138527,0.2971014492753623
presto_primary,cosine_knn,2,275,0.010784273967146873,0.23636363636363636
presto_primary,cosine_knn,3,275,0.012436917051672935,0.2
presto_primary,cosine_knn,4,275,0.014226982370018959,0.2545454545454545
presto_primary,cosine_knn,5,275,0.01659555174410343,0.24727272727272728
presto_primary,cosine_knn,6,275,0.020044852048158646,0.2545454545454545
presto_primary,cosine_knn,7,274,0.025543492287397385,0.30656934306569344
presto_primary,cosine_knn,8,276,0.03452574834227562,0.21014492753623187
presto_primary,cosine_knn,9,275,0.050139281898736954,0.16727272727272727
presto_primary,cosine_knn,10,275,0.09540875256061554,0.09454545454545454
presto_primary,mahalanobis,1,276,14.004768105674549,0.4782608695652174
presto_primary,mahalanobis,2,275,15.701968582109489,0.33454545454545453
presto_primary,mahalanobis,3,275,16.362769511479815,0.23636363636363636
presto_primary,mahalanobis,4,275,16.831402778651718,0.1781818181818182
presto_primary,mahalanobis,5,275,17.277289067058334,0.17454545454545456
presto_primary,mahalanobis,6,275,17.873155211570097,0.2
presto_primary,mahalanobis,7,274,18.72321566849928,0.21532846715328466
presto_primary,mahalanobis,8,276,20.60162279176949,0.22826086956521738
presto_primary,mahalanobis,9,275,25.998263034103108,0.16
presto_primary,mahalanobis,10,275,31.70878022311508,0.06181818181818182
presto_primary,centroid,1,276,5.321707248687744,0.19927536231884058
presto_primary,centroid,2,275,6.121156692504883,0.14909090909090908
presto_primary,centroid,3,275,6.699046611785889,0.18181818181818182
presto_primary,centroid,4,275,7.2766618728637695,0.24727272727272728
presto_primary,centroid,5,275,7.835182189941406,0.2581818181818182
presto_primary,centroid,6,275,8.483796119689941,0.2727272727272727
presto_primary,centroid,7,275,9.435680389404297,0.3709090909090909
presto_primary,centroid,8,275,11.059922218322754,0.3709090909090909
presto_primary,centroid,9,275,12.862716674804688,0.10909090909090909
presto_primary,centroid,10,275,16.0737361907959,0.10909090909090909
presto_primary,entropy,1,276,0.26935546283455375,0.18115942028985507
presto_primary,entropy,2,275,0.3793482080065717,0.1781818181818182
presto_primary,entropy,3,275,0.43675300936050077,0.1781818181818182
presto_primary,entropy,4,275,0.48050915852068743,0.14181818181818182
presto_primary,entropy,5,275,0.5157946258306844,0.13454545454545455
presto_primary,entropy,6,275,0.5483755407921302,0.15636363636363637
presto_primary,entropy,7,274,0.5817309300124146,0.2116788321167883
presto_primary,entropy,8,276,0.6243660702770685,0.286231884057971
presto_primary,entropy,9,275,0.6665247109532656,0.39636363636363636
presto_primary,entropy,10,275,0.6895300950672502,0.4036363636363636
presto_primary,confidence,1,276,0.07760380002193261,0.18115942028985507
presto_primary,confidence,2,275,0.12657513107253357,0.1781818181818182
